channel_id, channel_title, industry, channel_subscriberCount, channel_videoCount, channel_viewCount, has_email, has_ig, has_fb, has_twitter, has_websites, has_twitch, has_google_plus, twitter_favourites_count, twitter_followers_count, ig_posts_count, ig_followers_count, ig_following_count, keywords
UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,health,14806240,5079,12319170151,0,0,1,1,0,0,0,9146,130574,,,,"""buzzfeed viral videos"" BuzzFeed ""BuzzFeed Videos"" ""BuzzFeed Official"" ""Official BuzzFeed"" Funny Humor Comedy ""Try Guys"" ""BuzzFeed Try Guys"""
UC2o2mfKyCvUuI4Or6H2Vr_g,мире необычного - Health & Beauty - HT,health,0,146,30635524,0,0,0,0,0,0,0,,,,,,"""whiteheads extractionblackheads"" comedon milia ""beauty tips"" beauty treatmentacne treatmentdr pimple popper ""dr pimple popper"" ""sandra lee"" ""pimple popper"" extraction blackhead whitehead ASMR cystskin Cyst channelpimple ""channel blackhead"" ""channel acne"" ""channel popping"" ""channel skin"" treatments ""medical education"" ""beauty skin"" problems Cystic Acne ""Pimples And Blackheads"""
UC8yH-uI81UUtEMDsowQyx1g,SABC Digital News,health,239111,80063,152767951,0,0,1,1,1,0,0,55,986597,,,,"""SABC News"" ""SA public broadcaster"" ""SABroadcasting Corporation"" ""South Africa"" SA TV television radio ""radio stations"" watch listen news sport entertainment lifestyle science Africa world politics business online mobile website ""current affairs"" ""special reports"" ""breaking news"" weather financial ""financial indicators"" ""site map"" articles stories opinions analysis commentary"
UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,health,8087731,918,1569172865,0,1,1,0,0,0,0,,,"3,959",600.4k,3,"""Bright Side"" creativity Inspiration"
UCqzZzGs1SxTCmicz8NbiGrQ,As I see it! Patti Dail,health,2073,893,465207,0,0,0,0,0,0,0,,,,,,
UCc9CjaAjsMMvaSghZB7-Kog,BeardMeatsFood,health,225268,242,31004213,0,0,0,0,0,0,0,,,,,,"""eating challenges"" ""uk eating"" ""food challenges"" ""competitive eating"" ""UK Food"" ""Food and Beards"" Fitness"
UCkQO3QsgTpNTsOw6ujimT5Q,Be Amazed,health,2317448,519,542573337,0,1,1,1,0,0,0,,,18,742,"3,171","""top 10"" secrets most amazing ""most amazing"" incredible facts interesting technology documentary people creations mysteries beamazed ""be amazed"""
UCQ7FaPgmzlpv_NAXnkVkyig,EasyHealth,health,57760,324,3428436,0,0,1,0,0,0,0,,,,,,"""easy health"" ""malayalam health tips"" ""mallu health tips"" ""health tips"" ""health tips malayalam"" arogyam ayurveda"
UCiWLfSweyRNmLpgEHekhoAg,ESPN,health,2679731,10420,975021217,0,1,1,1,1,0,0,,,,,,"sports ""sports news"" ""sports live"" ""sports clips"" ""sports videos"" ""sports center"" sportscenter ""sports channel"" ""sports documentaries"" ""first take"" ""the jump"" sportsnation ""outside the lines"" ""nfl live"" ""nba countdown"""
UCiL6WwlHv2DCGpKUjWpSXrg,Cambria Joy,health,627943,313,41483053,0,1,0,1,1,0,0,31792,34923,"1,758",109k,449,get healthy fitness paleo recipes cooking meals beauty lifestyle health Cambria Joy breelovesbeauty
UC295-Dw_tDNtZXFeAPAW6Aw,5-Minute Crafts,health,14518877,1365,4281984870,0,1,1,1,0,0,0,0,21,"2,400",13.3m,3,"""5-Minute Crafts"" DIY ""Do it yourself"" crafts ""useful things"" lifehacks tricks tips ""DIY projects"" ""DIY activities"" Handcraft Tutorial experiments"
UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,health,11225692,108507,2155870716,0,1,1,1,0,0,0,7532,476467,24,"1,321",41,TEDx TED TEDxTalks Talks Entertainment Design Lectures Education
UCIO6dMmzMboaSk2H2kgLwAA,Saint Paul College,health,230,57,183932,0,0,0,0,1,0,0,,,,,,"""saint paul college"" education ""higher ed"" college ""community college"" minnesota ""st paul"" minneapolis ""twin cities"" ""career training"" degree learning"
UCAHufvd02viJSRdt3ojdPOg,Sarahs Day,health,577133,244,57126036,0,1,1,0,0,0,1,,,"1,221",391.2k,"1,611",
UCTnXL2SKHAo0fHVW1WSaqfw,Evangelist Gabriel Fernandes,health,55733,310,5682397,1,0,1,0,1,0,0,,,,,,"""Evangelist Gabriel Fernandes Port Elizabeth South africa. Anointing"" Lifestyle ""How to"" Fitness Health God Jesus ""Holy Spirit316 Ignite"" tv"
UCmYew1VwdbpHnSFG-CQ1A-A,Jump Rope Dudes,health,206214,446,19838444,0,1,1,1,0,0,0,213,372,"1,375",38.5k,630,"""Zen Dude Fitness"" Zendude ""Zendude Fitness"" ""Zen Dude Fitness Workout"" ""Zen Dude"" ""Jump rope workout"" ""skipping rope workout"" ""how to jump rope"" ""jump rope"" ""jumping rope"" ""how to jump like a boxer"" skipping ""jump rope transformation"" ""jump rope tricks"" ""rope workout"" ""hiit jump rope workout"" ""how to jump rope for beginners"" ""rope jumping workout"" ""jump rope workout to lose weight"" ""jump rope beginner"" ""skipping workout"" ""jump rope dudes"""
UC1vdi4J54ucetZoFAfQenMg,Laidback Luke,health,200537,207,13986619,0,1,0,1,0,0,1,54,844196,"2,254",537.4k,181,Laidback Luke Mixmash Records Show Me Love Hey Timebomb Till Tonight Super You&Me
UCqldU0UqpPMUjWZjSFMU1kg,Global Amlife,health,0,74,66433,0,0,0,0,0,0,0,,,,,,Wellness Sleep Health Hoslictic
UCHRW-K2xUtePWQnWqUan1XQ,Mana Health,health,262202,1159,114840916,0,0,0,0,0,0,0,,,,,,
UCUXTfjk-7PcxRwqo_-gagrg,Hip Hop TV WHY,health,85181,1903,30963379,0,1,1,1,1,0,1,0,66,19,254,"2,632","""hip hop"" rap music ""why tv"" tv news"
UCb_kshGodseYhLPcDtxWv5w,Meditation Relax Music,mindfulness,1106803,123,410593548,0,0,1,0,1,0,1,,,,,,"""Music for Massage"" ""Relaxing Music"" ""Music for Relaxation"" ""Relaxing Massage Music"" ""Music for Meditation"" ""Meditation Music"" ""Music for Stress Relief"" ""Yoga Music"" ""Music for Yoga"" ""Zen Music"" ""Music for Sleeping"" ""relax music sleep"" ""zen meditaiton music"" reiki ""peaceful music"" ""relax massage music"" zen chakra ""chakra meditation"" meditation ""relax music"" soothing balance ""healing music"" spa ""soft music"" ""spa music"" relaxing ""deep sleep"" music ""ASMR Music"" ""relaxation music"" ""calm music"" calm"
UCgeicB5AuF3MyyUto0-M5Lw,Actualized.org,mindfulness,703467,353,56458781,0,0,1,1,0,0,1,0,3688,,,,"personal development self-help self-development ""life coaching"" self-actualization actualized"
UCZ0XvEszYoBrDzBgUKEwVEA,Happify,mindfulness,39768,21,2704913,0,0,0,0,0,0,1,,,,,,"happiness ""positive psychology"" mindfulness meditation ""science of happiness"" inspiring inspiration"
UC4jWo5kiyOCt4PnvF4jbaLg,The Honest Guys - Meditations - Relaxation,mindfulness,702885,376,245568211,0,0,1,0,0,0,0,,,,,,"""guided meditations"" ""guided sleep meditation"" ""deep relaxation"" ""relaxing music"" ""sleep music"" ""guided sleep"" ""guided visualisation"" ""guided imagery"" ""fantasy meditations"""
UCbmNph6atAoGfqLoCL_duAg,Talks at Google,mindfulness,699144,3896,110521931,0,0,0,1,0,0,1,64,304772,,,,authors politics economics musicians leaders chefs lectures google talks filmmakers books fiction nonfiction live music
UCC2wGSfjKeEo97n4caCT3dA,AnimateEducate,mindfulness,1076,3,142446,0,0,0,0,0,0,0,,,,,,Animated Educational Videos
UCK8sQmJBp8GCxrOtXWBpyEA,Google,mindfulness,5930570,2046,1669454127,0,0,0,1,0,0,0,966,20111706,,,,"Google Technology Science Android ""Google app"" ""Google drive"" Gmail ""Google Maps"" Nexus ""Google Doodles"" ""Google Zeitgeist"""
UCFKFjmGHWdxcOyAPQjPAStA,PsychAlive,mindfulness,11917,383,2568054,0,0,0,0,0,0,1,,,,,,"psychology psychalive self-help therapy psychological ""robert firestone"" ""lisa firestone"""
UCAuUUnT6oDeKwE6v1NGQxug,TED,mindfulness,9229782,2625,1000005273,1,0,0,0,1,0,0,,,,,,TED TEDtalks talks ideas worth spreading technology entertainment design
UCu_mPlZbomAgNzfAUElRL7w,The Mindful Movement,mindfulness,46516,65,4071265,0,1,1,0,1,0,0,,,91,"1,889","6,735","meditation mindful mindfulness ""guided meditation"" hypnosis health ""stress relief"" ""Sara Raymond"""
UCqPYhcdFgrlUXiGmPRAej1w,Jason Stephenson - Sleep Meditation Music,mindfulness,728157,735,188821236,0,0,1,1,1,0,1,5638,4405,,,,"""mindfulness meditation"""
UCfhriu7_lnhebuwzesUaobQ,Mindfulness Academy Scandinavia,mindfulness,1771,2,158400,0,0,0,0,0,0,1,,,,,,"""mindfulness Jon Kabat-Zinn"" ""Johan Bergstad"" ""mindfulness based stress reduction"" MBSR ""working life"" ""health care"" ""Andries Kroese"" ""Center for mindfulness"" ""mindfulness academy Scandinavia"" psychologist"
UCvQECJukTDE2i6aCoMnS-Vg,Big Think,mindfulness,2186817,10590,248637028,0,0,1,1,0,0,1,11181,124028,,,,"""Big Think"" BigThink.com bigthink big think education science philosophy tech"
UC0v0ykoFVe1SvfOmJXgyWew,Meditaciones Guiadas,mindfulness,87960,450,13503065,0,0,1,0,0,0,1,,,,,,"meditacion ""meditacion guiada"" mindfulness ""atencion plena"" ""meditaciones guiadas"" relajacion ""relajacion guiada"" medita meditar relajarse hipnosis autohipnosis descansar ""paz interior"" ""relajar mente"" ""calmar emociones"""
UCmzAvLjPYUfY0ELVz-TOPbw,Dartmouth,mindfulness,17089,1938,7712874,0,1,1,1,0,0,1,7562,57572,979,41.6k,"1,876","dartmouth college ivy league higher education big green hanover ""new hampshire"" university students faculty academics research"
UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,yoga,3225483,392,248794987,0,1,1,1,0,0,0,51206,64019,154,35.7k,79,"yoga ""yoga videos"" ""free yoga videos"" ""yoga for weight loss"" ""yoga for beginners"""
UCWN2FPlvg9r-LnUyepH9IaQ,Boho Beautiful,yoga,715625,162,71904791,1,1,1,0,0,0,0,,,415,121.4k,115,Yoga. Travel. Fitness. Vegan. Animal Love.
UCHJBoCDxaCTRrwCHXEBA-BA,Mady Morrison,yoga,149649,112,13416810,1,1,1,0,0,0,1,,,"1,757",90.6k,557,"Yoga Fitness Lifestyle Travel Reisen ""Yoga Video"" ""Fitness Videos"" Rezepte Vlog Vlogs gesund healthy meditation sport anfänger anfaenger kostenlos"
UCfSfmz2upWEG4_BizW3819A,Dallin Forsyth,yoga,15302,143,657012,0,1,0,1,0,1,0,,,41,12k,266,Vlog Dallin Forsyth Doogan
UC9jBSAEPF5egz7S2dT7zxEQ,SwimSwam,yoga,17746,2226,8988215,0,0,0,0,0,0,1,,,,,,"swim swimming ""swimming news"" Olympics ""Olympic Swimming"" FINA"
UCoenT2MlAYi1kyY7HltNOSw,Andjela&Nadja,yoga,430142,1561,258187093,0,1,1,0,1,0,1,,,709,288.4k,523,"Andjela&Nadja ""Twerk challenge"" ""night routine"" yoga smoothie tipovi Aki&Naki"
UCcox27Gc-NGbb2-X9hdLaMw,Fightmaster Yoga,yoga,365569,469,27305496,0,0,0,0,0,0,1,,,,,,"yoga fitness ""morning yoga"" ""yoga videos"" ""free yoga videos"""
UC5mBckDIQ5TXx8O6miudluw,Grace Diaz,yoga,30031,82,5649489,0,0,0,0,1,0,1,,,,,,
UCwobzUc3z-0PrFpoRxNszXQ,YellowBrickCinema - Relaxing Music,meditation,2137113,2000,841300270,0,0,1,0,0,0,1,,,,,,"Music Yellowbrickcinema ""sleep music"" ""study music"" ""classical music"" ""meditation music"" ""music for stress relief"" ""study concentration music"" ""music for studying and concentration"" ""relax music"" ""relaxing music"" ""relaxation music"" ""yoga music"" ""focus music"" ""deep sleep music"" ""baby music"" ""classical music for studying"" ""relaxing classical music"" ""healing music"" ""instrumental music"" ""guitar music"" ""piano music"" ""reiki music"" ""zen music"" ""soothing music"""
UCjzHeG1KWoonmf9d5KBvSiw,Soothing Relaxation,meditation,887814,307,245031412,0,1,1,0,0,0,0,,,56,790,121,relax relaxing relaxation music meditation sleep
UC9GoqHypa-SDrGPMyeBkjKw,Michael Sealey,meditation,563740,136,109475352,0,0,0,0,0,0,1,,,,,,"hypnosis ""sleep hypnosis"" ""guided meditation"" meditation mindfulness hypnotherapy ""lucid dreaming"""
UCQeSvxVXZXW66yGxAuOVeJg,Beauty Tricks,makeup,133547,80,32919679,0,0,0,0,0,0,0,,,,,,"""Beauty Trick"" ""VIRAL MAKEUP"" ""HOW TO MAKEUP"" ""MAKEUP FOR BEGINNERS"" ""MAKEUP TUTORIAL"" ""EASY MAKEUP"" LIPSTICK ""BEAUTYFUL LIPS"" ""VIRAL 2017"" ""NEW MAKEUP IDEA"" ""BEST MAKEUP"" ""MAKEUP SKILLS"" DRUGSTORE EYELINER EYESHADOWS ""CUT CREASE"" CONTOUR ""BODY CONTOUR"" ""SMOKEY EYE"" ""SUMMER MAKEUP"" ""MAKEUP COMPILATION"" ""SATISFYING VIDEO"" ""hooded eyes"" BEAUTY USA ""Young girl's makeup"" glamour ""how to"" cosmetics glitter princess ""nikkie tutorials"" gorgeous ""HAIR TUTORIAL"" ""HAIR STYLE"" ""NEW HAIR 2017"""
UCKMugoa0uHpjUuq14yOpagw,Laura Lee,makeup,4240597,484,398917359,1,1,1,1,1,0,0,28356,357147,"2,210",2.1m,320,"""Laura Lee"" haul makeup tutorial ""how to"" ""beauty review"" ""boob contour"" contouring"
UCzTKskwIc_-a0cGvCXA848Q,NikkieTutorials,makeup,9151379,653,760495148,1,1,1,1,0,0,0,582,1127525,"2,976",9.6m,565,"nikkietutorials nikkitutorials ""power of makeup"" ""makeup tutorial"" makeup beauty cosmetics ""first impressions"" review swatches ""get ready with me"""
UCRYe4G08okte96rmocFNU1g,Loren Gray,makeup,2035938,32,59981419,1,1,1,1,0,0,0,34278,794332,801,9.3m,210,"""Loren Gray"" Music Vlog Comedy ""Shots Studios"""
UCX5YDK0_R_4Hf01piyiTeRA,Beauty Club,makeup,0,263,37274034,0,0,0,0,0,0,0,,,,,,Beauty Compilation
UCucot-Zp428OwkyRm2I7v2Q,James Charles,makeup,3149706,105,198861743,1,1,0,1,0,0,0,66142,624886,527,3.4m,279,"""james charles"" james charles covergirl coverboy ""makeup artist"" ""boy makeup"" makeup beauty tutorial review singing"
UCx_zPBIcjo2jGgaSF0_W5yA,Livloveshermakeup,makeup,74051,1201,10840846,0,1,0,0,0,0,1,,,,,,Beauty Fashion Makeup Skincare Music
UCXoY0ZeHZBe0p-ByCiYP_XQ,Denitslava Makeup,makeup,1241871,121,74998461,1,1,1,1,1,0,0,25,3246,459,782.1k,666,"makeup ""makeup tutorial"" eyeliner eyebrows eyeshadow lipstick ""drugstore makeup"" hair beauty cosmetics"
UCyJjJ9jDAv27n09_-FSIRCg,Beauty Compilations,makeup,304294,70,52462823,0,1,0,0,0,0,0,,,12,507,172,
UC79Pfi2FCgEHjLqBbGDnKwA,Monami Frost,makeup,609933,287,53532554,1,1,1,1,1,0,0,34,16717,"3,510",1.5m,330,Monami Frost
UCp5bjkAcMNFo_6HJ3oEGdug,Sylvia Gani,makeup,1809749,216,143050116,0,1,1,1,0,0,0,2485,153404,415,608.3k,736,"""sylvia gani"" sylviagani ""wolfieraps girlfriend"" ""beauty vlogger"" ""full face using"" ""full face"" ""product review"" testing tested ""beauty hacks"" ""instagram hacks"""
UCbAwSkqJ1W_Eg7wr3cp5BUA,Safiya Nygaard,makeup,4137615,98,378436986,0,1,1,1,0,0,1,,,589,989.5k,581,
UCDTtciKkf_AzXtKNUjkUEPg,Shay Mitchell,makeup,3091994,163,109088552,0,1,1,1,0,0,0,1298,3657578,,,,"""Shay Mitchell"" ""Shay Mitchell YouTube"" ""Pretty Little Liars"" ""Emily Fields"" ""ABC Family"" ""Lucy Hale"" ""Ashley Benson"" ""Troian Bellisario"""
UC_GvMVffgctSISDkeWlKhXQ,dope2111,makeup,5009324,205,1389129679,1,1,1,1,1,0,1,12524,73809,868,1.1m,514,"""Makeup guru"" ""make-up tutorials"" cosplay ""coastel scents"" Mac ""urban decay"" Lancome Avatar ""Bridal makeup"""
UC8eddFhkkRT6ZbNEsXmohcA,Ahliyah Michelle,makeup,48160,126,680443,1,1,1,1,0,0,0,,,438,"5,884",586,"beauty makeup skincare tutorials ""how to"" reviews hair"
UCRXiA3h1no_PFkb1JCP0yMA,Vogue,beauty,2162413,1938,480344959,0,1,1,1,0,0,1,5866,13657365,"4,421",17.6m,416,"Vogue fashion style gwen stefani beauty editor ""editor's eye"" rihanna ""anna wintour"" anna wintour"
UCPysUN0JqpR6glhIXpN3nPA,MissTiffanyMa,beauty,1642823,168,81973566,1,1,1,1,1,0,0,6683,149540,"1,132",469.1k,829,"fashion diy fitness makeup ""beauty guru"" trends diet exercise asian girl female misstiffanyma"
UCvQgkrOiwcV9_C2Hj2IgeLw,BEAUTY NEWS,beauty,295081,291,37539870,0,1,1,0,1,0,0,,,"1,505",28.6k,108,"""Beauty news"" ""the makeup breakup"""
UCM4TTZzsfYVMf9fhWmZTTlA,Rich Lux,beauty,122982,560,25834919,1,1,0,0,0,0,1,,,311,64.3k,465,"cosmetics beauty travel fashion lifestyle makeup luxury latino gaming ""video games"" toys ""video mac"" ""LOUIS VUITTON"""
UC9YX5x_VU8gfe0Oui0TaLJg,Sephora,beauty,961556,2366,139240517,0,0,1,1,0,0,1,7137,2386276,,,,"sephora beauty howto tutorial vlog cosmetics makeup eyeshadow ""smoky eye"" primer foundation smoky blush youtube channel video how-to ""how to"" hauls haul review reviews make-up tips tricks instructions directions"
UCPUKhuf4u5miq_WPzmQtklg,Gorata Ndebele,beauty,200,1,56556,0,0,0,0,0,0,1,,,,,,
UC_ICYdBI1ZiMMYWQJtFsq3w,Slavabeautytips,beauty,98407,315,9972858,1,1,0,1,0,0,1,1465,1923,"2,800",60k,125,slavabeautytips slava beauty tips blogger yaroslava kirichok макияж англия лондон мода влоги
UCBKFH7bU2ebvO68FtuGjyyw,Roxxsaurus,beauty,2647490,305,180149336,1,1,1,1,0,0,0,14024,188534,"1,498",386.5k,611,DIY how to beauty fashion makeup clothes hauls lookbook tutorial blonde teenager tutorials lifehacks lifestyle hacks
UClLBaAzNuYzBSQjpDyp144w,Matilda,beauty,28721,94,1170123,0,0,0,0,0,0,0,,,,,,
UCbO9bltbkYwa56nZFQx6XJg,Manny Mua,beauty,4426872,301,300351942,1,1,1,1,0,0,1,156441,1083980,"2,026",4.4m,386,
UC21yq4sq8uxTcfgIxxyE9VQ,Carli Bybel,beauty,5856703,469,536523393,1,1,1,1,0,0,1,10879,567209,357,2.3m,2,"contour highlight ""carli bybel"" carlibel55 carlibybel carlibel ""kim kardashian"" makeup hair tutorial ""smokey eye"" ""pro secrets"" ""makeup mistakes to avoid"" ""how to"" easy fun hairstyles lessons"
UC2FfVEv0OvCEPktseWo7LrA,Dihya Beauty ⵣ,beauty,205730,128,13009882,0,1,1,1,0,0,0,80,370,293,44.8k,143,جزائرية مغربية مصرية عربية امازيغية اروبية خليجية تغني ترقص تقلد جميلة افضل احسن اسرع اقوى تحدي تحديات مقلب مقالب vlog طريقة برنامج فيلم مسلسل تعلم جديدة شاب رجل طفل فتاة بنات حجاب محجبة خلطة وصفة ماسك تبييض تفتيح نزع ازالة الشعر وجه يدين جسم مناطق حساسة بشرة دهنية جافة مختلطة نفخ شفايف تكبير تصغير العيون youtubeuse algérienne منتجات عناية ترطيب تقشير تنظيف المطبخ اكل حلويات makeup تسريحات روتين اسهل عروس مدرسة haul Tutoriel معلومات
UCwRenK7z1CzvxMcQgzYFrtg,Beauty Tips - Topic,beauty,691014,0,0,0,0,0,0,0,0,0,,,,,,
UCR96_hHJu3HE6vmu39_bRAw,Jen Luvs Reviews,beauty,124852,1340,14697480,1,1,0,0,0,0,0,,,"1,100",14.4k,"1,019",reviews make up tips makeup news beauty guru top best awesome talented incredible urban decay tarte boxycharm favorite favorites brand subscription box
UC4qk9TtGhBKCkoWz5qGJcGg,Tati,beauty,3871616,1292,777431633,0,1,1,1,0,0,0,14506,508826,"1,190",1.2m,429,"YouTube beauty ""makeup tutorials"" ""beauty channel"" ""Makeup Reviews"" ""Beauty Expert"" Tutorial Drugstore Reviews GlamLifeGuru ""beauty by Tati"" ""makeup artist"" ""Pro MUA"" Sephora ""how to"" ""Beauty Haul"" easy quick fun"
UC2WuPTt0k8yDJpfenggOAVQ,Blossom,beauty,1283840,66,222103892,0,0,1,0,0,0,0,,,,,,"Blossom ""Blossom DIY"" DIY ""DIY Videos"" ""diy activities' life hacks"" projects ""Do It Youself"" hacks lifehacks tricks crafts ""how to"" craft ""back school back school"" ""home decor idea"" ""do it yourself"" ""crafts for kids"""
UCcU9BRrknOMR4loeZNBCR6g,funnypilgrim,beauty,346419,1274,84270768,0,1,1,1,0,0,0,8601,35065,"2,219",120k,"1,190","Beauty schönheit tutorial ""make up"" schminken funnypilgrim haul fashion kochen"
UCZF8rswpPhDhLDIFacEelHw,shook,beauty,308265,142,58679012,0,0,0,0,0,0,0,,,,,,
UCpKy9xHSSsCeMwsu-1OWyhw,brittanyd18,beauty,11233,3,11059747,0,0,0,0,0,0,0,,,,,,
UCrOoCdS5Zz55qF0QHvZriyQ,John Kuckian,beauty,316315,188,51355674,0,1,0,0,0,0,0,,,16,61.6k,0,john kuckian british youtuber kuckians courtroom funny comedy fresher freshers drama gossip tea jaclyn hill carli bybel nikkietutorials boy man cute
UCssD3_aDYhaG44mwP53CO0w,littlemixVEVO,hair,8355358,117,3096683682,0,0,0,1,0,0,0,5214,11506184,,,,vevo music video official
UCZ-C3MumgpIahFQfUdwC6Ig,LifeBeauty,hair,1501661,751,461422917,0,0,0,0,0,0,0,,,,,,"""nail art"" lipstitck nails ""lipstick tutorial"" compilation ""nail art tutorial"" ""nail art design"" hair hairstyles ""hairstyles tutorials"" diy ""how to"" clothes ""life hacks"" ""diy clothes"" ""diy phone case"" ""diy room decor"" ""room decor"" makeup instagram ""eye makeup"" ""diy crafts"""
UCay_OLhWtf9iklq8zg_or0g,Boldly,hair,9203112,3443,8596608419,0,0,1,1,0,0,0,9146,130574,,,,"BuzzFeed ""BuzzFeed Yellow"" ""BuzzFeed Videos"" Funny Humor ""Social Issues"""
UCvBB6OGtQcNXWdT68OgyGUw,Beautycanbraid,hair,880251,322,134091500,0,1,1,0,0,0,1,,,11.7k,493.3k,"2,101","""hair braiding"" ""crochet braid"""
UC7szm7Z-YOF_HiFSY7KtYGw,Haley Pham,hair,594043,200,31894317,0,1,0,0,0,0,1,,,,,,"""haley pham"""
UCIk2OuKT6k-KRZdQ3dKtgkQ,DIY Everyday,hair,293085,224,67581398,0,0,0,1,0,0,1,77,20,,,,"""makeup tutorial"" ""make up"" beauty cosmetics contour lipstick blush diy glitter nails hair hairstyle tutorial"
UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul Vlogs,hair,16887838,502,3342127727,0,1,1,1,1,0,0,19182,4383700,809,16.1m,165,comedy vlogs adventure vacation travel plane vine vines Facebook creator influencer bros hilarious american ohio brother bro blonde athletic ripped buff
UC5Sy6opw8MT_vKcRqX1QDsg,George7575,hair,11142,13,34176179,0,0,0,0,0,0,0,,,,,,
UCxnYiv7s4698GRIlGE1_T7g,Amberry,hair,111295,122,13515199,0,0,0,0,0,0,0,,,,,,"girl roblox ""no swearing"" ""No cursing"" roleplay ""family friendly"" amberry ""girl gamer"" ""phantom forces"" ""family friendly roblox"" gameplay ""no swearing gameplay"" ""roblox roleplay"" ""roblox adventures"" ""funny moments"" ""no swears"" ""play roblox"" ""roblox minigame"" ""roblox animation"" ""kid friendly"" ambery amberryt amberyyt amberYT"
UCPOIFuct7fjWKkiDRTNJqrg,Totally TV,hair,2239189,370,361274739,0,1,0,1,0,0,1,48,872,511,33.1k,14,"""Totally TV"" ""Disney Toys Fan"" DisneyToysFan Totally.TV"
UCw95JvOs39snnMPkYs-6Sog,Jasmine Brown,hair,1748706,268,104680706,1,1,0,1,0,0,0,4348,48849,"2,223",879.3k,559,"Hair beauty fashion hispanic ""african american"" lifestyle tutorial vlog"
UCvM7efGeikAsDnsBr3MmL5g,Shawntas Way,hair,160885,246,13211724,0,1,1,1,0,0,1,3191,1366,520,15k,184,Shawntas Way
UC88--r3FklrnWjfzRy7LUIg,Chizi Duru,hair,187561,179,15402505,0,1,1,1,0,0,0,1068,2265,265,71.1k,580,natural hair 4c 4b nigerian african random teenager life love vlogger product reviews high school college beyonce big american braids tutorial
UCtzwABmVmZ6NDf7D544RuQw,Humble The Poet,hair,189030,367,13421825,0,1,1,1,0,0,1,6062,94156,"3,263",274.3k,858,"""humble the poet"" ""young fateh"" ""kanwer singh"" ""kanwar singh"" ""baaghi music"" ""baagi music"" humblethepoet music unlearn unlearn101 vlog blog quotes inspiration advice learning toronto ""hip hop"" rapper #leh leh superwoman iisuperwoman punjabi ""jus reign"" akakaamazing videos motivation"
