channel_id, channel_title, industry, channel_subscriberCount, channel_videoCount, channel_viewCount, has_email, has_ig, has_fb, has_twitter, has_websites, has_twitch, has_google_plus, twitter_favourites_count, twitter_followers_count, ig_posts_count, ig_followers_count, ig_following_count, keywords
UCF1Q_zp3Eh3nuEHvMbdKkqg,AlishaMarieVlogs,hair,2617489,647,384398640,0,0,0,0,0,0,1,,,,,,"""vlog channel"" ""alisha marie"" vlog vlogger vlogging ""alisha marie vlogs"""
UCRWMaVAQWgmaFkOjK-4RAIg,Hannah Forcier,hair,212520,92,20723614,1,1,0,1,0,0,0,9225,2108,136,30.4k,313,"""Hannah Forcier Youtube"" ""Hannah Forcier Youtube Channel"" ""Hannah Forcier Channel"" ""Youtube Hannah Forcier"" ""Youtube channel Hannah Forcier"" ""Channel Hannah Forcier"" ""Hannah Forcier Hair"" ""Beauty Blogger"" ""how all my hair fell out by making one mistake"" Beauty"
UCFEjAGTnebT3TDeYtdW9-sQ,Janae Mason,hair,90366,202,8543861,1,1,1,0,0,0,1,,,"2,266",111.9k,"2,762",
UCet0-PKF0k1ibY8vwK3vUTA,Fancy Hair,hair,392848,264,28356930,1,1,1,1,0,0,1,9,421,"3,401",20.4k,195,"""fancy hair"" ""niki sky"" ""get fancy hair"" ""fancy hair extensions"" ""fancy hair tutorials"" ""hair tutorials"" hair hairstyle hairstyles ""how to"" grow braid longer thicker heatless ""no heat"" ""fancy hairstyle"" ""heatless hairstyles"" ""no heat hairstyle"" ""wavy hair"" ""curly hair"" ""hairstyles for long hair"" ""hairstyles for medium hair"" ""braided hairstyle"" ""boho hairstyle"" ""beachy waves"" beach waves ""everyday hair"" ""every day hair"" ""heatless waves"" curls ""heatless wavy hair"" curly"
UCzBWiqz5FUesyxZ6KdaA82g,"Cake, DIY, Makeup, Hairstyles, Nail Art - Topic",hair,0,190,87444676,0,0,0,0,0,0,0,,,,,,
UCMOTCjsUTvu_O4Rj1i06VtA,Misha Grimes,hair,47947,185,4215098,1,1,1,0,1,0,1,,,"1,606",25.8k,"1,098",Fashion Beauty Lifestyle Clothes Makeup Vlogs
UCKjrT7t9h6GsSkzhFe0ccDA,Zendaya,hair,804207,149,79990920,0,1,1,1,0,0,1,29568,12793202,205,69.6k,48,Shake it up zendaya coleman bella thorne disney channel mickey mouse selena gomez demi lovato justin bieber swag out watch me break down ce rocky zendaya.com
UCLtREJY21xRfCuEKvdki1Kw,H3 Podcast,podcast,1345626,56,83688608,0,1,0,1,0,0,0,13665,1796607,607,1.5m,113,"""h3 podcast"" podcast h3h3 h3h3productions ""ethan and hila"" ""ethan klein"" ""hila klein"""
UCAOwW6UWDZDFZ5meGS-lQhQ,Jenna Julien,podcast,561462,176,48665004,0,1,0,1,1,0,0,,,,,,
UCVwKDO6BlzL0lBZDSpPv9lw,Chuckie Online,podcast,14572,53,1316922,0,0,0,0,0,0,1,,,,,,
UCzH3iADRIq1IJlIXjfNgTpA,Rooster Teeth,podcast,9433937,7704,5407928717,0,1,1,1,0,0,1,10183,1039331,532,305.1k,54,"minecraft gta grand theft auto halo lazer team rwby ruby rose redvsblue red vs blue rvb rooster teeth roosterteeth machinima xbox angry birds achievement ""RT Shorts"" rt shorts funny comedy"
UCZZHPXsg6LopvdOKF7qM6cQ,H3 Podcast Highlights,podcast,407772,160,63724987,0,0,0,0,0,0,0,,,,,,
UCboMX_UNgaPBsUOIgasn3-Q,Funhaus,podcast,1317021,1580,775194450,0,1,1,1,1,0,1,4436,239599,76,106.3k,8,
UCq6VFHwMzcMXbuKyG7SQYIg,penguinz0,podcast,2110878,1241,606138234,1,1,0,1,1,0,1,0,171107,31,66.3k,0,Cr1TiKaL Gears of War Call Duty Battlefield Bad Company Fun Tactics
UCctXZhXmG-kf3tlIXgVZUlw,GaryVee,podcast,1187823,1732,96097188,0,1,1,1,0,0,0,55177,1692009,"3,219",3m,"2,473","entrepreneur vlog vlogger business ""gary vaynerchuk"" garyvee dailyvee askgaryvee ceo marketing ""business advice"" ""social media"" investor success ""social media marketing"" ""social media strategy"" ""self help"" advice"
UCxxcWWEicSLu1JTjacA0Z-A,Pilkboys,podcast,27280,363,11130993,0,0,0,1,0,0,0,38514,13028399,,,,karl pilkington ricky gervais stephen merchant series season episode xfm podcast compilation man moth funny
UCm7LF508JU4jNqH4s78prkg,UNSTABLE'D PODCAST,podcast,6639,26,348257,0,0,0,0,0,0,0,,,,,,
UC6YuttrRJ_LZNddA_DJ_VSQ,Pilipinas Got Talent,comedy,846708,858,506816874,0,1,1,1,0,0,1,224,17777,369,22k,33,"""got talent"" ""philipines got talent"" ""pilipinas got talent"""
UCu1jQRLRj9rA3jGA11N_xbA,InfamousAllegiance,comedy,18025,96,24909671,0,0,0,0,0,0,1,,,,,,infamousallegiance 2pac tupac comedy dave chappelle bruce jamie foxx sarah silverman rap hip hop humor comic stand up comedian
UCvlVuntLjdURVD3b3Hx7kxw,Dry Bar Comedy,comedy,61190,664,11146621,0,0,1,0,0,0,0,,,,,,"""Clean Comedy"" ""Clean Programming"" VidAngel ""Dry Bar"" ""Dry Bar Comedy"" Stand Up Comedy"
UCDnEa2HC2eeT-cN3pAKnNTw,MusicTalentNow,comedy,0,1215,2231678616,0,0,0,0,0,0,1,,,,,,"music talent singing ""singing solo"" voice ""top voice"" ""x factor"" ""the x factor"" ""got talent"""
UCD_4wBmMO46YRg5v1La9t4Q,MotleyTV,comedy,0,3,644182,0,0,0,0,0,0,0,,,,,,
UCdOeOzEeJa-v57sYlKehuHg,Comedy Raj,comedy,4229,23,577309,0,0,0,0,0,0,0,,,,,,"""Rajasthani Comedy"" ""New Rajasthani comedy"" ""Marwadi Comedy"" ""Hariyanvi Comedy"" ""Comedy Raj"" ""Murari Lal Comedy"" ""New Comedy"""
UCUPD0jQo-EP0B1Nf4uzeIMA,Mazhavil Manorama,comedy,1571686,24755,1626822481,0,0,1,1,0,0,1,89,4320,,,,Mazhavil Manorama Malayalam Kerala TV episode channel
UC1mgLR4aJ9SL3akCNWkOjqw,Bhagath Goud,comedy,830,6,15472,0,0,1,0,0,0,0,,,,,,"""bhagath goud"" ""Telugu vines"" ""comedy vines"" telugu ""telugu comedy"" ""telugu funny videos"" latest 2018"
UCUsN5ZwHx2kILm84-jPDeXw,Comedy Central,comedy,6074987,4089,3097709575,0,1,1,1,1,0,1,40351,1574453,"4,321",796.6k,151,Comedy Central videos funny clips comics stand-up shows Roast Charlie Sheen SheenRoast Workaholics Ugly Americans Futurama Jon Benjamin Van Download
UC-ZNqxVmrEHVRSvRFRhutrA,RethinkingLife,comedy,94197,174,12625719,0,0,0,0,0,0,1,,,,,,"Anime manga naruto ""naruto shippuden sword art online"""
UCmAPdImtXLGh5E-lTTH4Qmg,Flowers Comedy,comedy,939860,1381,770013488,0,0,1,1,1,0,1,87,2047,,,,"""flowers tv"" ""flower tv comedy night"" ""flower tv comedy"" ""flower tv malayalam"" ""comedy nite flowers"" ""comedy nite"" ""comedy nite flowers channel"" ""suraj venjaramoodu latest comedy"" ""suraj venjaramoodu comedy"" ""malayalam comedy"" ""malayalam comedy movies"" ""flowers smart show"" ""flowers star challenge"" ""flowers tv serial"" ""flowers tv indian music league"" ""flowers tv comedy super nite latest"""
UCt9-QMH-92EafTUWkVu8PMA,Jagdish Chaturvedi,comedy,99920,40,4987633,0,0,0,1,1,0,0,,,,,,"""Stand up"" ""stand up comedy"" ""comedy show"" india ""comedy show hindi"" ""stand up india 2017"" ""Jagdish Chaturvedi"" reaction"
UC4MgQnhmgNDJnq-KK8hlEOg,87PFC,comedy,828,3,799058,0,0,0,0,0,0,0,,,,,,
UCiodaA8ksQTXSDwBYbP3NRQ,Nigerian Comedy,comedy,33572,1297,6640912,0,0,0,0,0,0,0,,,,,,
UCS-ML4Hw4FBXKGL_PzIFlFA,BANGLA COMEDY,comedy,0,369,97915987,0,0,1,0,0,0,0,,,,,,"""Bangla Cinema Comedy"" ""Bengali comedy"""
UC5B3wjlBMGbU6rA3Aq5xZsQ,Walter Latham Comedy,comedy,206125,780,126763710,0,0,1,1,0,0,1,489,1599,,,,"""Original Kings of Comedy"" ""Queens of Comedy"" ""Bernie Mac"" ""George Lopez"" ""Chris Rock"" ""Chris Tucker"" ""Richard Pryor"" ""Redd Foxx"" ""George Carlin"" ""Kevin Hart"" ""Steve Harvey"" ""Tyler Perry"" Madea ""Eddie Murphy"" ""Martin Lawrence"" SNL ""Comedy Central"" ""Comic View"" ""Martin Lawrence 1st Ammendment"" ""Shaqs All Star Comedy Jam"" ""Jenna Jameson"" ""Rosa Acosta"" =3 ""equals 3"" Comedy Comedian Funny"
UCW6_6NSn7z5ht6qNHFNnMiQ,Kevin Dollabillz,comedy,10382,25,4527591,0,0,0,0,0,0,1,,,,,,"utopia ""big brother"" ""utopia on fox"" ""big brother feeds"" ""big brother cams"" ""reality tv"" dollabillz ""kevin dollabillz"""
UCQmZ9BIYOBSkxL-eqqg5z-g,MarkAngelComedy,comedy,1784745,158,391435348,0,0,0,0,1,0,1,,,,,,"""mark angel comedy"" ""mark angel"" ""comedy skits"" ""funny videos"" ""naija videos"" ""standup comedy"" emanuella ""denilsion igwe"" ""mark ebere"""
UCK1c5CXY57qNYNp-WrEepqA,Ancestral Lineage Media,comedy,0,170,4194296,0,0,0,0,0,0,1,,,,,,vlog politics educational News people
UCpfuFM5cs0ggtkJM2dNbH8w,Comedy Time,comedy,0,512,19563797,1,0,0,0,0,0,0,,,,,,
UCWMZRtU2xRYVkYlUwtsW-xw,Silwala Comedy Club,comedy,10855,34,1328835,1,0,0,0,0,0,0,,,,,,
UC_arKvtX-6fpsbQwwm43Ecg,Pk mAST,comedy,550560,1178,347219619,0,0,0,0,0,0,1,,,,,,"""PK Mast"" Pakistani Stage Drama"
UC5BcIVRHqDr1kInDOfq_1aA,PsimoesWeb Comedy,comedy,9864,23,8154607,0,0,0,0,0,0,0,,,,,,
UC712q6SZQHe_sz2p5Pm3_yg,Daniel mwakalasi,comedy,89552,95,31072195,0,0,0,0,0,0,1,,,,,,"tanzania ""bongo flava"" sexy sex ""katt williams"" ""kim kardashian"" ""lady gaga"""
UCK1cdF6-oYMrrfPkGfXwTmQ,Alissa Violet,vlog,3225873,31,137007604,0,0,0,0,0,0,0,,,,,,"""Alissa Violet"" Family Friends Games Vlogs Daily Challenges Makeup ""Jake Paul"" ""Team 10"" DIY tutorial vlog ""clout gang"" ""logan paul"" adventure funny comedy"
UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,vlog,9053533,875,2100107828,0,1,1,1,0,0,0,24221,1752748,"1,851",3m,"1,444","""neistat brothers"" hbo nyc casey neistat"
UCM9r1xn6s30OnlJWb-jc3Sw,xxxtentacion,vlog,2986908,33,381220943,0,0,0,0,0,0,0,,,,,,
UC8b8jeJgftvh6eDXxgddA-A,Laura Lee Vlogs,vlog,378203,43,8228742,0,1,1,1,1,0,1,28356,357148,"2,210",2.1m,320,
UCSeeUM-1TJjWfxFQfbyg6eA,Kelsey Simone,vlog,1516616,160,86314961,1,1,0,1,0,0,1,,,560,742.8k,235,"""everyday makeup tutorial"" ""makeup tutorial"" ""everyday makeup"" ""rosie cheeks and freckles"" makeup ""purpose reaction"" ""make up"" ""everyday makeup routine"" haul grwm teen girl ""justin bieber purpose reaction"" ""nathalie paris"" amanda ""reacting to purpose"" ""purpose album"" koleen sage fashion lookbook ""high school"" steele maddi bragg lauren elizabeth jennxpenn look book kelseysimone kelsey simone kylie jenner fashionista stylist styling ootw"
UC3DkFux8Iv-aYnTRWzwaiBA,Peter McKinnon,vlog,1789760,175,87023526,0,1,0,1,0,0,0,3404,180169,529,718.4k,119,
UCOXFVINC6GCo86LBy0NQCIg,Romee Strijd,vlog,450308,19,14198081,0,0,0,0,0,0,0,,,,,,Romee Strijd
UCYL9lSER7W0kMXbGCprMS0A,Vlogs By DK4L,vlog,1656215,204,127260943,0,1,1,0,0,0,0,,,733,1.8m,55,
UCyQb1TTrfRzQZmEfsx770qw,Jon Olsson,vlog,1078428,702,233290158,0,1,1,0,0,0,0,,,"2,118",924.7k,375,vlogs
UCI4kXahIsuJYCmrEkjFjAtA,ilie's vlogs,vlog,1321230,25,5874633,1,1,0,0,0,0,0,,,"1,819",503.7k,622,"""ilie's vlogs"" ilies ""ilie bivol"" ""ilies vlogs"" ""provocari nebune"" challenge ""daily vlogs"""
UCJCSL8IJfD4d5nunRrmrT1Q,tasya farasya,vlog,275607,105,28638096,0,1,0,0,0,0,0,,,737,502.4k,595,tasya farasya
UCkIindYt0we82auD0YL2V7A,KiA Phạm,vlog,365976,660,242869468,0,0,1,1,0,0,1,5,125,,,,"""KiA Pham"" Roblox ""Chơi game"" ""hướng dẫn download"" ""tải game"" ""truy kích"" ""đột kích"""
UC6CSmj3c8fvXTZ9cQX2j_1g,SAKINA FAMILY,vlog,217905,295,53811702,1,1,1,1,0,0,1,74,6427,200,62.2k,258,chaine lifestyle video famille de sakinafamily vlog tendances youtube family
UCpLT_6_1ssZzhYPewAlk8Hg,Brittani Boren Leach,vlog,30100,181,2229943,1,0,1,0,0,0,1,,,,,,beauty hair tutorials lifestyle blog makeup products
UC6BIs35SiXe-j9LOIRq_o5g,emaslife,vlog,192497,206,23294017,1,1,1,1,0,0,1,1753,76254,520,333.2k,507,
UCpm6vCgiehSKHtMFFS5ukiA,Katy LifeVlog,vlog,1925556,1644,437761781,0,1,0,0,0,1,0,,,169,353.9k,66,"""Катя и Ваня"" ""Sweet Home"" ""Katy Life Vlog"" Makeupkaty ""Ежедневные влоги"" ""влоги каждый день"" влоги"
UCHVSseA5eTTguk_o5InXu9w,Annie Rose,vlog,355575,166,41993196,1,1,1,1,1,0,0,,,206,24.8k,79,"""annie rose"" ""annie cole"" lily sisters ""girl talk"" ""annie's vlogs"" claire's ""target shopping"" tween teen homeschool shopping routines lifestyle ""room makeover"" ""room tour"""
UCvA9_f5Lwk-poMynabtrZPg,Rans Entertainment,vlog,651517,154,89127166,1,0,0,0,0,0,0,,,,,,
UCKuHFYu3smtrl2AwwMOXOlg,Will Smith,vlog,833530,11,7830043,0,1,1,0,0,0,0,,,84,11.3m,77,"""will smith"" will smith smiths willsmith ""will smith youtube"" ""youtube will smith"" ""will smith channel"" ""will youtube"" ""youtube will"" ""smith youtube"" ""youtube smith"" entertainment comedy"
UCut01Hnozs1e3hsG3xMRfFQ,Stormette,vlog,292462,306,21703727,1,1,0,1,0,0,1,3288,5505,"1,233",82.8k,281,"Stormette Charlène Mode Beauté ""Bien être"" Sport Fitness"
UCciyMo0ShVMAlYp3SWAaBcw,natasha wilona,vlog,307985,46,23833362,1,1,0,1,0,0,0,,,,,,
UCpri3wt2Wo4AUk5_YGj9T4g,RebelTV,prank,697917,73,128028926,0,1,1,1,0,0,0,11,110,25,"2,700",55,RebelTV
UCtfHXfx7Gz-drag8I67PTFQ,TheButtingHeads,prank,131696,38,22778769,0,1,1,1,0,0,0,33,158,9,710,12,"thebuttingheads ""butting heads"" pranks ""public pranks"""
UCuunebfqIi8uCzAs_fO1D6Q,The Best Fails,prank,519907,484,284327236,0,1,1,0,0,0,0,,,856,14.6k,125,fails fail failarmy failarmyyt failscompilation failcompilation epic viral prank funny
UCXEtdPqObuH2rXix3_SGelQ,Kiera Bridget,prank,343508,161,22796596,1,1,0,1,0,0,0,35473,47509,239,128.8k,65,funny comedy vlogger vlog girl best
UC1KPy3cAAj0i0RIFC_SzjMg,VitalyzdTv,prank,9571232,263,1488291240,1,1,1,1,1,0,1,2798,651420,478,1.6m,620,Vitaly VitalyZDTV pranks hidden camera world cup
UCu4X846OSea5YU6S8fIpy1A,BigDawsTv,prank,3731541,184,560387583,0,1,1,0,0,0,0,,,625,306k,359,"BigDawsTv Epic Hilarious Funny Prank Pranks awesome crazy wild funny pranks awkward social experiment gone wrong ""Top Prankster"""
UCr1_QBtKkrmhzH61zW2SadQ,Pantons Squad,prank,537521,225,70625596,0,1,1,0,1,0,0,,,590,33k,610,"""pantons squad"" ""pantons squad pranks"" ""pantons squad christmas"" ""pantons squad house tour"" ""pantons squad kids"" ""pantons squad morning routine"" ""pantons squad pranks on kids"" ""pantons squad musically"" ""pantons squad vlogs"" ""yaya and dj"" pranks prank challenges challenge vlog vlogs ""family vlogs"" ""family friendly"" ""kid friendly"" diy ""youtube couples"" ""black youtubers"" ""panton gang"" ""couples channel"" ""family channel"" comedy funny 2017 fun ""for kids"""
UC64guZp8DXzqrIQ5OPedviw,HoomanTV,prank,2923666,80,550258632,0,1,1,1,0,0,0,736,25948,34,456.5k,86,"prank ""shampoo prank"" pranks ""shampoo prank beach"" ""prank shampoo"" hooman shampoo ""shower prank"" ""shampoo prank part 1"" ""shampoo prank part 2"" ""shampoo prank part 3"" ""shampoo prank part 4"" ""shampoo prank part 5"" ""shampoo prank part 6"" ""shampoo prank part 7"" ""shampoo prank part 8"" ""bathroom prank"" ""hoomantv shampoo prank"" hoomantv ""poop prank"" ""broma del shampoo"" ""hooman tv"" ""shampoo pranks"" funny comedy hilarious laugh joke jokes ""candid camera"" gags humor"
UCIJ44QRtVGm_gBh_deuL5ow,Troom Troom SELECT,prank,584993,164,82574380,0,1,1,0,0,0,0,,,911,779k,0,"Diy ""Lifehacks & Pranks"""
UCo-F_NNgY-jz1M3CfYhxY3Q,DerekDeso,prank,1617670,246,337339997,0,0,1,1,0,0,0,4387,15453,,,,derekdeso prank pranks challenge boyfriend girlfriend challenges jokes funny biggest epic crazy gone wrong
UCwNPPl_oX8oUtKVMLxL13jg,Connor Murphy,prank,1618656,67,239596035,0,1,1,1,0,0,0,241,6120,223,507.5k,187,"fitness aesthetics bodybuilding pranks ""social experiments"" ""picking up girls"" dating ""getting girls' numbers"" funny comedy trolling"
UCOopFQSwnMMdRvJjpGh-gSA,vj pawan Singh,prank,360547,275,51683095,1,1,1,1,0,0,1,18,178,586,"2,120",2,vj pawan singh
UCx0mr1alzkR_oX7oHf77BHw,JoomBoos,prank,323833,737,82017120,1,1,1,0,0,0,0,,,"1,155",117.3k,"2,751","JoomBoos YouTube Prank Vlog Challenge thelazyWave TheSikrt LayZ ""Zakon Braće"" ""Magic Leon"" ""BiBi Andy"" ""Davor Gerbus"" ""Marko Vuletić"" ""Gloria Berger"" ""Sp Parody"" ""Dennis Domian"" ""Lara Borna"" Mashinthebeuaty"
UC-DUrA-h7-s_C57ECJ1BFPA,Coby Persin,prank,3892074,82,684438769,0,1,1,1,0,0,1,2676,24238,50,222.5k,528,"""Model Pranksters"" ""coby persin"""
UCPbBAPpo1Dy1GBt_uqC9L7Q,Bobbie And Aaron,prank,81583,63,3088864,0,1,0,0,0,0,0,,,103,233.2k,139,
UCaeVZSq_5JdzV_jJHQJpCPw,The Proud Family,prank,168722,94,10422480,0,0,0,0,0,0,0,,,,,,"""The Proud Family"" ""The Prince Family"" DDG Chino Niqs NatesLife Family Vlogs Comedy"
UCJFp8uSYCjXOMnkUyb3CQ3Q,Tasty,food,6096295,1747,1102491937,0,0,1,0,0,0,0,,,,,,"Tasty ""BuzzFeed Tasty"" Food Recipes DIY ""How To"" Meals Desserts Dinner Breakfast Lunch Easy Simply Buzzfeed"
UCXOKEdfOFxsHO_-Su3K8SHg,Strictly Dumpling,food,1009231,274,151103222,0,1,1,0,0,0,0,,,"1,012",79.7k,350,"""street food"" travel ""travel food"" cooking food street asia best ""street food around the world"" ""chinese cooking"""
UCiAq_SU0ED1C6vWFMnw8Ekg,The Food Ranger,food,1420936,181,184068018,1,1,1,0,0,0,1,,,359,172.7k,601,"""street food"" ""chinese food"" ""chinese street food"" ""indian street food"" india ""street food china"" china ""street food in china"" ""street food around the world"" ""china street food"" ""chinese food (cuisine)"" food street ""chinese cooking"" cooking try best recipe ""best street food"" videos ""asian street foo"" 2016 2017 ""trevor james"" cuisine chinese noodles ""the food ranger"" travel 中国菜 top ""dumplings street food 2017"" ""china food"" sichuan chengdu ""hong kong"" asia"
UCyEd6QBSgat5kkC6svyjudA,Mark Wiens,food,1655583,829,347941970,0,0,0,0,0,0,1,,,,,,"""street food"" ""thai food"" ""thai street food"" ""travel tips"" ""travel food"" ""travel vlog"" ""travel vlogger"" ""backpacking southeast asia"" ""world travel"" ""budget travel"" Bangkok Thailand ""travel blog"" ""around the world travel"" ""travel and food"" ""cultural travel"" travel around the worldtravel world globe tourism migration migrationology"
UCcAd5Np7fO8SeejB1FVKcYw,Best Ever Food Review Show,food,410661,147,38583866,0,0,1,0,0,0,0,,,,,,street food travel weird funny bizarre strange tour best ever review show red bandana white guy comedy
UCnKbwazN78u9vEIGr8ZDsAQ,ForEverAndForAva,food,924370,63,139706889,0,1,1,1,0,0,1,44,2947,"2,563",1.1m,176,ForeverandForava musical.ly
UCosny7dI3LVZE-GWR1RKxsg,How To Make Sushi,food,893344,177,132242677,0,1,1,0,1,0,1,,,802,131.4k,197,"""how to make sushi"" sushi ""make sushi"" ""sushi rolls"" ""japanese food"" ""food recipe"" ""sushi chef"" ""sushi school"" ""culinary school"""
UC_fvAVmQ3aQ4zpuvzGPZP3w,Sven Johnson,food,12471,18,4255008,0,0,0,0,0,0,0,,,,,,
UCp2dhjQXkhY1O40lj15JQzw,Luke Martin,food,128045,96,15569352,0,1,1,0,1,0,1,,,309,"8,062",461,Taiwan Food Street Taiwanese Travel Vlog food around the world
UCbpMy0Fg74eXXkvxJrtEn3w,Bon Appétit,food,1053719,755,163379426,0,1,1,1,0,0,1,5486,3196714,"6,068",2.1m,82,"""bon appetit"" ""bon apetit"" recipe recipes wine magazine food ""healthy eating"" menu holiday ""holiday feast"" christmas ""sam sifton"" ""celebrity chef"" foodie foodist cookbook sriracha ""what to do with tomatoes"" ""winter salad"" ""winter menu"" ""winter recipe"" dessert cookies cookie ""christmas menu"" ""winter food"" chicken salmon pasta chili leftover leftovers ""best christmas"" ""best holiday"" ""best winter"" kale squash cider taste"
UCidt5reNQnGmlx1LLSMXMKw,darrenb3,food,28854,366,11161785,0,1,1,0,1,0,0,,,208,822,694,"""Thai food"" ""Thai street food"" ""street food"" ""food and travel"" ""living in Thailand"" ""eating Thai food"" darrenb3 Thailand ""Phuket Thailand"" ""Krabi Thailand"" expat ""Thailand vlog"" ""food in Thailand"" ""Bangkok Thailand"" foodie"
UCHEf6T_gVq4tlW5i91ESiWg,REACT,food,8927911,1182,2566019913,0,1,1,1,1,0,0,,,"2,532",965.4k,404,
UC7B8HoVDRT7WAmNZUvsOiqA,CH9 Blog,food,0,168,10723642,0,0,0,0,0,0,0,,,,,,"""CH9 Blog"" ""Pet video"" ""animal video"" ""monkey video"" ""funny video"" ""funny movies"" ""monkey channel"" ""love monkey"" ""love pet"" ""love animal"" ""animal channel"" animal"
UCTuOoT5hhkHYwStFpmchwXQ,Zac Perna,food,189321,119,15157090,0,1,1,0,1,0,0,,,"1,041",167.3k,622,"fitness health food ""food challenge"" vlog bodybuilder ""Australian fitness"" Zac ""Zac Perna"" Challenges Muscle ""Cheat Meal"" Meals Lean Workout Fat Trainer Training ""Health Tips"" Diet"
UC8Y-jrV8oR3s2Ix4viDkZtA,Food Network,food,408048,2147,67276998,0,0,1,1,1,0,1,24876,4832767,,,,
UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan ToysReview,food,12628281,963,19572718141,0,1,0,0,1,0,0,,,49,10.7k,4,"""toy reviews"" disney cars toys Lightning McQueen frozen lego train thomas and friends kids ""toys for kids"" play doh easter eggs surprises"
UCngpdIYbl5REio0EaQjlHSA,Crazy For Indian Food,food,143689,184,36977085,0,0,0,0,0,0,1,,,,,,"""Street Food"" ""Street Food India"" ""Street Food Indian"" ""Street Food Mumbai"" ""Street Food Delhi"" ""Street Food Videos"" ""Street Food Kolkata"" ""Street Food Pune"" ""Street Food Ahmedabad"" ""Street Food Making"" ""Best Street Food"" ""Indian Food"" ""Indian Cooking"" ""Food Cart"""
UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,cooking,5682248,648,894515325,0,1,1,1,0,0,1,231,6685883,"2,857",3.9m,"4,311",gordon ramsay cook along live chef food recipes swearing channel4
UC9HKnougDjjpWOXcqHB0wmw,Heghineh Cooking Show in Armenian,cooking,55043,346,19746421,0,1,1,1,0,0,0,828,17290,"1,642",34.1k,71,"""Հայկական Խոհանոց"" ""Ինչպես Պատրաստել"" Ինչպես ""heghineh cooking show"" ""heghineh cooking Show in Armenian"" ""armenian Cuisine"" ""armenain food"" ""armenian recipes"" ""inchpes patrastel"" baxadratomser ""Պատրաստում ենք"""
UCYvZy7g0v7D0oLla1Iy6fbw,monkaS,cooking,1609,8,795807,0,0,0,0,0,0,0,,,,,,"Twitch Pokimane Fedmyster OfflineTV ""Twitch Drama"""
UCYg_V2UuNiDztyH-uuFB9fw,PokLee Cooking Official,cooking,57777,21,3491023,1,0,0,0,0,0,0,,,,,,
UCjLz3L40HaOXVkudlY8BnHg,Survival Time,cooking,10390,69,2439000,0,0,0,0,0,0,1,,,,,,"""Primitive Technology"" ""Survival Time"" Primitive Technology"
UCH8NnRkxQg1zX7mHFRPq73g,So Yummy,cooking,704473,98,120538652,0,0,1,0,1,0,0,,,,,,"""quick and easy recipe"" ""learn how to cook"" ""how to cook"" ""easy food recipes"" ""recipes for kids"" ""diy recipes"" ""food recipes"" ""recipes for dinner"" ""recipes for breakfast"" ""recipes for desserts"" ""delicious food"" ""delicious food recipe"" food ""diy food"" ""diy food ideas"" ""cooking videos"" ""easy recipes"" ""easy recipes for beginners"" recipes ""So Yummy"" cooking"
UC1of9ELYwB623fWaAMRDVFA,Grandpa Kitchen,cooking,1439115,62,118691787,0,0,1,0,0,0,0,,,,,,"grandpa village granny cooking kitchen food recipe recipes chicken egg mutton sweets ingredients ""how to"" cook tasty charity donating donation ""old man"" ""grand father"" biryani curry"
UCekQr9znsk2vWxBo3YiLq2w,You Suck At Cooking,cooking,1109333,73,90246295,1,1,1,1,1,0,0,4118,21171,118,20.9k,425,"cooking funny ""how to"" tutorial"
